variant,top1_mean_pct,top1_sd_pct,top5_mean_pct,top5_sd_pct,params,gflops,inference_ms_mean
CBAM,82.28511530398323,1.1801184747586624,96.12159329140461,0.4803538464314239,6067529,1.513226116,0.8629163841714841
LTA,82.18029350104821,0.74305277142338,96.38364779874213,0.5669105779031386,6067529,1.513226116,0.8641695235850081
SE,82.54716981132076,0.5669105779031386,95.96436058700209,0.36311337684880834,6067431,1.513150976,0.8493526257863522
baseline,82.49475890985325,0.09077834421220413,96.01677148846959,0.3956936286829473,6034663,1.51303424,0.8558761614253672
